15400100213603,CENT EDUC SANTISIMA TRINIDAD,A,URBANA,EDUCACIÓN TRADICIONAL,154001002136
15400100901705,ESC EL CERRITO,A,URBANA,EDUCACIÓN TRADICIONAL,154001009017
45400100671209,ESC RUR NVA EL LIMONCITO,A,RURAL,ESCUELA NUEVA,454001006712
25400100805805,CENT EDUC EL DESCANSO,A,RURAL,ESCUELA NUEVA,254001008058
25400100408703,ESC NVA LA JARRA,A,RURAL,ESCUELA NUEVA,254001004087
25400100805806,CENT EDUC LA CHINA,A,RURAL,ESCUELA NUEVA,254001008058
25400100408710,CENT EDUC PUERTO VILLAMIZAR,A,URBANA,ESCUELA NUEVA,254001004087
25400100281502,ESC RUR PATILLALES,A,RURAL,ESCUELA NUEVA,254001002815
25400100805811,CENT EDUC TIO JOSE,A,RURAL,ESCUELA NUEVA,254001008058
25400100408715,CENT EDUC CARTAGENA,A,RURAL,ESCUELA NUEVA,254001004087
25400100408704,CENT EDUC LA JAVILLA,A,RURAL,ESCUELA NUEVA,254001004087
45400100671207,CENT EDUC LAS VACAS,A,RURAL,ESCUELA NUEVA,454001006712
15400100779109,ESC RUR  SAN PEDRO,A,RURAL,ESCUELA NUEVA,154001007791
25400100915111,CENT EDUC PUERTO LEON,A,RURAL,ESCUELA NUEVA,254001009151
25400100805810,CENT EDUC RICAURTE,A,RURAL,ESCUELA NUEVA,254001008058
25400100915106,CENT EDUC LA PUNTA,A,RURAL,ESCUELA NUEVA,254001009151
15400100164403,CENT DOC MPAL SAN JOSE OBRERO,A,URBANA,EDUCACIÓN TRADICIONAL,154001001644
25400100408716,CENT EDUC FUNDACION,A,RURAL,ESCUELA NUEVA,254001004087
25400100281503,ESC RUR AGUA BLANCA,A,RURAL,ESCUELA NUEVA,254001002815
25400100408707,ESC NVA MINUTO DE DIOS,A,RURAL,ESCUELA NUEVA,254001004087
25400100375702,CENT EDUC  LA HORTENCIA,A,RURAL,ESCUELA NUEVA,254001003757
25400100805803,CENT EDUC CERRO TASAJERO,A,RURAL,ESCUELA NUEVA,254001008058
25400100805804,CENT EDUC EL ARRAYAN,A,RURAL,ESCUELA NUEVA,254001008058
25400100281504,ESC RUR LA ARENOSA,A,RURAL,ESCUELA NUEVA,254001002815
45400100671205,ESC NVA EL PLOMO,A,RURAL,ESCUELA NUEVA,454001006712
25400100408713,CENT EDUC BAJO GUARAMITO,A,URBANA,ESCUELA NUEVA,254001004087
25400100408709,CENT EDUC LOS CAMBULOS,A,RURAL,ESCUELA NUEVA,254001004087
25400100375703,ESC RUR EL SUSPIRO,A,RURAL,ESCUELA NUEVA,254001003757
25400100319603,CENT EDUC JAIME PARDO LEAL,A,RURAL,EDUCACIÓN TRADICIONAL,254001003196
45400100671211,ESC NVA BRISAS DEL ORIENTE,A,RURAL,ESCUELA NUEVA,454001006712
25400100408708,ESC NVA ROSA BLANCA,A,RURAL,ESCUELA NUEVA,254001004087
16827600015101,INST JOSE ANTONIO GALAN,A,URBANA,EDUCACIÓN TRADICIONAL,154001000079
25400100915104,CENT EDUC 5 DE MAYO,A,RURAL,ESCUELA NUEVA,254001009151
15400100093103,ESC DOMINGO SAVIO DOS MIL,A,URBANA,EDUCACIÓN TRADICIONAL,154001003779
25400100281507,ESC RUR BERLIN,A,RURAL,ESCUELA NUEVA,254001002815
15400100826601,IE SIMON BOLIVAR,A,URBANA,EDUCACIÓN TRADICIONAL,154001005852
45400100671210,CENT EDUC CAMPO HERMOSO,A,RURAL,ESCUELA NUEVA,454001006712
15400100246204,SEDE CUATRO SIMON BOLIVAR,A,URBANA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,354001000027
15400100826603,ESC HERNANDO ACEVEDO ORTEGA,A,URBANA,EDUCACIÓN TRADICIONAL,154001000095
15400100826601,IE SIMON BOLIVAR,A,URBANA,EDUCACIÓN TRADICIONAL,154001000095
